book_number,title,author,language,genres,plain_text_url
325,Phantastes: A Faerie Romance for Men and Women,"MacDonald, George, 1824-1905",English,"['Science-Fiction & Fantasy', 'Novels', 'Classics of Literature', 'British Literature']",https://www.gutenberg.org/ebooks/325.txt.utf-8
327,The Princess Aline,"Davis, Richard Harding, 1864-1916",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/327.txt.utf-8
329,Island Nights' Entertainments,"Stevenson, Robert Louis, 1850-1894",English,"['Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/329.txt.utf-8
330,Where There's a Will,"Rinehart, Mary Roberts, 1876-1958",English,"['American Literature', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/330.txt.utf-8
331,The Mucker,"Burroughs, Edgar Rice, 1875-1950",English,"['American Literature', 'Adventure', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/331.txt.utf-8
332,The Burial of the Guns,"Page, Thomas Nelson, 1853-1922",English,"['American Literature', 'Historical Novels', 'Novels']",https://www.gutenberg.org/ebooks/332.txt.utf-8
334,Episodes in Van Bibber's Life,"Davis, Richard Harding, 1864-1916",English,"['American Literature', 'Short Stories', 'Humour']",https://www.gutenberg.org/ebooks/334.txt.utf-8
335,Frances Waldeaux: A Novel,"Davis, Rebecca Harding, 1831-1910",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/335.txt.utf-8
338,Old Indian Legends,"Zitkala-Sa, 1876-1938",English,"['Short Stories', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/338.txt.utf-8
339,Old Indian Days,"Eastman, Charles A., 1858-1939",English,"['Short Stories', 'Adventure']",https://www.gutenberg.org/ebooks/339.txt.utf-8
341,Myths and Legends of the Sioux,"McLaughlin, Marie L., 1842-",English,"['Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/341.txt.utf-8
342,Margaret Ogilvy,"Barrie, J. M. (James Matthew), 1860-1937",English,['Biographies'],https://www.gutenberg.org/ebooks/342.txt.utf-8
343,Fables,"Stevenson, Robert Louis, 1850-1894",English,"['Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/343.txt.utf-8
344,"The Merry Men, and Other Tales and Fables","Stevenson, Robert Louis, 1850-1894",English,"['Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/344.txt.utf-8
345,Dracula,"Stoker, Bram, 1847-1912",English,"['Classics of Literature', 'Crime, Thrillers and Mystery', 'Science-Fiction & Fantasy', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/345.txt.utf-8
346,"The Troll Garden, and Selected Stories","Cather, Willa, 1873-1947",English,"['Short Stories', 'American Literature']",https://www.gutenberg.org/ebooks/346.txt.utf-8
347,The Saga of Grettir the Strong: Grettir's Saga,Unknown,English,"['Historical Novels', 'Mythology, Legends & Folklore']",https://www.gutenberg.org/ebooks/347.txt.utf-8
349,The Harvester,"Stratton-Porter, Gene, 1863-1924",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/349.txt.utf-8
350,Fanny Herself,"Ferber, Edna, 1885-1968",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/350.txt.utf-8
351,Of Human Bondage,"Maugham, W. Somerset (William Somerset), 1874-1965",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/351.txt.utf-8
352,Buttered Side Down: Stories,"Ferber, Edna, 1885-1968",English,"['Short Stories', 'American Literature']",https://www.gutenberg.org/ebooks/352.txt.utf-8
355,The Parasite: A Story,"Doyle, Arthur Conan, 1859-1930",English,"['Science-Fiction & Fantasy', 'Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/355.txt.utf-8
356,Beyond the City,"Doyle, Arthur Conan, 1859-1930",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/356.txt.utf-8
357,"A Dream of John Ball; and, A King's Lesson","Morris, William, 1834-1896",English,"['Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/357.txt.utf-8
358,The Scarlet Car,"Davis, Richard Harding, 1864-1916",English,"['American Literature', 'Romance', 'Adventure', 'Novels']",https://www.gutenberg.org/ebooks/358.txt.utf-8
359,Good Stories for Great HolidaysArranged for Story-Telling and Reading Aloud and for the Children's Own Reading,"Olcott, Frances Jenkins, 1872-1963",English,"['Mythology, Legends & Folklore', 'Short Stories', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/359.txt.utf-8
361,Miss Billy — Married,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",English,"['American Literature', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/361.txt.utf-8
362,Miss Billy's Decision,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",English,"['American Literature', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/362.txt.utf-8
363,The Oakdale Affair,"Burroughs, Edgar Rice, 1875-1950",English,"['American Literature', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/363.txt.utf-8
364,The Mad King,"Burroughs, Edgar Rice, 1875-1950",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/364.txt.utf-8
366,Bab: A Sub-Deb,"Rinehart, Mary Roberts, 1876-1958",English,"['American Literature', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/366.txt.utf-8
367,The Country of the Pointed Firs,"Jewett, Sarah Orne, 1849-1909",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/367.txt.utf-8
369,The outlaw of Torn,"Burroughs, Edgar Rice, 1875-1950",English,"['Historical Novels', 'Adventure', 'British Literature']",https://www.gutenberg.org/ebooks/369.txt.utf-8
370,The Fortunes and Misfortunes of the Famous Moll Flanders,"Defoe, Daniel, 1661?-1731",English,"['Classics of Literature', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/370.txt.utf-8
372,"Prince Otto, a Romance","Stevenson, Robert Louis, 1850-1894",English,"['Romance', 'Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/372.txt.utf-8
374,Fantastic Fables,"Bierce, Ambrose, 1842-1914?",English,"['American Literature', 'Short Stories', 'Humour']",https://www.gutenberg.org/ebooks/374.txt.utf-8
375,An Occurrence at Owl Creek Bridge,"Bierce, Ambrose, 1842-1914?",English,"['Short Stories', 'American Literature']",https://www.gutenberg.org/ebooks/375.txt.utf-8
376,"A Journal of the Plague YearBeing Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London","Defoe, Daniel, 1661?-1731",English,"['Classics of Literature', 'Historical Novels', 'British Literature']",https://www.gutenberg.org/ebooks/376.txt.utf-8
377,Kansas Women in Literature,"Barker, Nettie Garmer, 1882-1953",English,"['American Literature', 'Biographies']",https://www.gutenberg.org/ebooks/377.txt.utf-8
378,The White Knight: Tirant Lo Blanc,"Galba, Martí Joan de, -1490",English,"['Classics of Literature', 'Historical Novels', 'Adventure']",https://www.gutenberg.org/ebooks/378.txt.utf-8
380,Weir of Hermiston: An Unfinished Romance,"Stevenson, Robert Louis, 1850-1894",English,"['Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/380.txt.utf-8
384,The Lost Prince,"Burnett, Frances Hodgson, 1849-1924",English,"['Adventure', 'Children & Young Adult Reading', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/384.txt.utf-8
388,The Crossing,"Churchill, Winston, 1871-1947",English,"['Historical Novels', 'Adventure', 'American Literature']",https://www.gutenberg.org/ebooks/388.txt.utf-8
389,The Great God Pan,"Machen, Arthur, 1863-1947",English,"['Novels', 'Crime, Thrillers and Mystery', 'British Literature']",https://www.gutenberg.org/ebooks/389.txt.utf-8
393,The Blue Lagoon: A Romance,"Stacpoole, H. De Vere (Henry De Vere), 1863-1951",English,"['Romance', 'Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/393.txt.utf-8
394,Cranford,"Gaskell, Elizabeth Cleghorn, 1810-1865",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/394.txt.utf-8
396,"The Lady, or the Tiger?","Stockton, Frank R., 1834-1902",English,"['Short Stories', 'American Literature']",https://www.gutenberg.org/ebooks/396.txt.utf-8
398,The First Book of Adam and Eve,"Platt, Rutherford Hayes, 1894-1975",English,"['Mythology, Legends & Folklore', 'Novels']",https://www.gutenberg.org/ebooks/398.txt.utf-8
399,Cast Upon the Breakers,"Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/399.txt.utf-8
401,Blix,"Norris, Frank, 1870-1902",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/401.txt.utf-8
402,Penrod,"Tarkington, Booth, 1869-1946",English,"['American Literature', 'Children & Young Adult Reading', 'Novels', 'Humour']",https://www.gutenberg.org/ebooks/402.txt.utf-8
403,Soldiers of Fortune,"Davis, Richard Harding, 1864-1916",English,"['American Literature', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/403.txt.utf-8
407,The Reporter Who Made Himself King,"Davis, Richard Harding, 1864-1916",English,"['American Literature', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/407.txt.utf-8
410,Hell Fer Sartain and Other Stories,"Fox, John, Jr., 1862-1919",English,"['Short Stories', 'American Literature']",https://www.gutenberg.org/ebooks/410.txt.utf-8
411,The King's Jackal,"Davis, Richard Harding, 1864-1916",English,"['Adventure', 'Novels']",https://www.gutenberg.org/ebooks/411.txt.utf-8
416,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life","Anderson, Sherwood, 1876-1941",English,"['Short Stories', 'American Literature']",https://www.gutenberg.org/ebooks/416.txt.utf-8
419,The Magic of Oz,"Baum, L. Frank (Lyman Frank), 1856-1919",English,"['Science-Fiction & Fantasy', 'Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/419.txt.utf-8
420,Dorothy and the Wizard in Oz,"Baum, L. Frank (Lyman Frank), 1856-1919",English,"['American Literature', 'Science-Fiction & Fantasy', 'Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/420.txt.utf-8
421,Kidnapped,"Stevenson, Robert Louis, 1850-1894",English,"['Historical Novels', 'Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/421.txt.utf-8
422,The Romany Rye,"Borrow, George, 1803-1881",English,"['Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/422.txt.utf-8
426,Tales and Fantasies,"Stevenson, Robert Louis, 1850-1894",English,"['Short Stories', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/426.txt.utf-8
427,The Great War Syndicate,"Stockton, Frank R., 1834-1902",English,"['American Literature', 'Science-Fiction & Fantasy', 'Novels']",https://www.gutenberg.org/ebooks/427.txt.utf-8
428,Frivolous Cupid,"Hope, Anthony, 1863-1933",English,"['Romance', 'Humour', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/428.txt.utf-8
429,"The Magic Egg, and Other Stories","Stockton, Frank R., 1834-1902",English,"['Science-Fiction & Fantasy', 'Short Stories']",https://www.gutenberg.org/ebooks/429.txt.utf-8
430,The Grain of Dust: A Novel,"Phillips, David Graham, 1867-1911",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/430.txt.utf-8
431,The Fortune Hunter,"Phillips, David Graham, 1867-1911",English,"['American Literature', 'Romance', 'Novels']",https://www.gutenberg.org/ebooks/431.txt.utf-8
432,The Ambassadors,"James, Henry, 1843-1916",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/432.txt.utf-8
434,The Circular Staircase,"Rinehart, Mary Roberts, 1876-1958",English,"['American Literature', 'Novels', 'Crime, Thrillers and Mystery']",https://www.gutenberg.org/ebooks/434.txt.utf-8
436,The Master KeyAn Electrical Fairy Tale Founded Upon the Mysteries of Electricity,"Baum, L. Frank (Lyman Frank), 1856-1919",English,"['American Literature', 'Science-Fiction & Fantasy', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/436.txt.utf-8
437,The Life of Lazarillo of Tormes: His Fortunes and Misfortunes as Told by Himself,Anonymous,English,"['Classics of Literature', 'Novels']",https://www.gutenberg.org/ebooks/437.txt.utf-8
440,Just David,"Porter, Eleanor H. (Eleanor Hodgman), 1868-1920",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/440.txt.utf-8
447,Maggie: A Girl of the Streets,"Crane, Stephen, 1871-1900",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/447.txt.utf-8
450,Susan Lenox: Her Fall and Rise,"Phillips, David Graham, 1867-1911",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/450.txt.utf-8
451,The Shadow Line: A Confession,"Conrad, Joseph, 1857-1924",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/451.txt.utf-8
452,"Lavengro: The Scholar, the Gypsy, the Priest","Borrow, George, 1803-1881",English,"['Adventure', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/452.txt.utf-8
456,"The Door in the Wall, and Other Stories","Wells, H. G. (Herbert George), 1866-1946",English,"['Science-Fiction & Fantasy', 'Short Stories', 'British Literature']",https://www.gutenberg.org/ebooks/456.txt.utf-8
457,The Price She Paid,"Phillips, David Graham, 1867-1911",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/457.txt.utf-8
459,The White People,"Burnett, Frances Hodgson, 1849-1924",English,"['Mythology, Legends & Folklore', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/459.txt.utf-8
460,The Dawn of a To-morrow,"Burnett, Frances Hodgson, 1849-1924",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/460.txt.utf-8
461,The Quest of the Golden Girl: A Romance,"Le Gallienne, Richard, 1866-1947",English,"['Romance', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/461.txt.utf-8
462,"The Errand Boy; Or, How Phil Brent Won Success","Alger, Horatio, Jr., 1832-1899",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/462.txt.utf-8
467,The Princess of Cleves,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne), 1634-1693",English,"['Historical Novels', 'Novels', 'French Literature']",https://www.gutenberg.org/ebooks/467.txt.utf-8
468,Manon Lescaut,"Prévost, abbé, 1697-1763",English,"['Romance', 'Novels', 'Classics of Literature', 'French Literature']",https://www.gutenberg.org/ebooks/468.txt.utf-8
469,The Duchesse of Langeais,"Balzac, Honoré de, 1799-1850",English,"['Romance', 'Novels', 'French Literature']",https://www.gutenberg.org/ebooks/469.txt.utf-8
471,The Bride of Lammermoor,"Scott, Walter, 1771-1832",English,"['Historical Novels', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/471.txt.utf-8
472,The House Behind the Cedars,"Chesnutt, Charles W. (Charles Waddell), 1858-1932",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/472.txt.utf-8
478,The Cost,"Phillips, David Graham, 1867-1911",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/478.txt.utf-8
479,Little Lord Fauntleroy,"Burnett, Frances Hodgson, 1849-1924",English,"['Children & Young Adult Reading', 'Novels', 'British Literature']",https://www.gutenberg.org/ebooks/479.txt.utf-8
480,"""Undo"": A Novel","Hutsko, Joe, 1963-",English,['Novels'],https://www.gutenberg.org/ebooks/480.txt.utf-8
481,In the Bishop's Carriage,"Michelson, Miriam, 1870-1942",English,"['American Literature', 'Romance', 'Humour', 'Novels']",https://www.gutenberg.org/ebooks/481.txt.utf-8
482,The Woodlanders,"Hardy, Thomas, 1840-1928",English,"['Novels', 'British Literature']",https://www.gutenberg.org/ebooks/482.txt.utf-8
483,The Conquest of Canaan,"Tarkington, Booth, 1869-1946",English,"['American Literature', 'Novels']",https://www.gutenberg.org/ebooks/483.txt.utf-8
484,"Poor and Proud; Or, The Fortunes of Katy Redburn: A Story for Young Folks","Optic, Oliver, 1822-1897",English,"['American Literature', 'Children & Young Adult Reading', 'Novels']",https://www.gutenberg.org/ebooks/484.txt.utf-8
485,The Road to Oz,"Baum, L. Frank (Lyman Frank), 1856-1919",English,"['Science-Fiction & Fantasy', 'Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/485.txt.utf-8
486,"Ozma of OzA Record of Her Adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the Cowardly Lion, and the Hungry Tiger; Besides Other Good People too Numerous to Mention Faithfully Recorded Herein","Baum, L. Frank (Lyman Frank), 1856-1919",English,"['American Literature', 'Science-Fiction & Fantasy', 'Adventure', 'Children & Young Adult Reading']",https://www.gutenberg.org/ebooks/486.txt.utf-8
